0: y1-s5, y0-s6, g0-s7, g1-s0, y3-s5, y2-s6, g2-s7, g3-s0, y5-s5, y4-s6, g4-s7, g5-s0, y7-s5, y6-s6, g6-s7, g7-s0, y9-s5, y8-s6, g8-s7, g9-s0, b1-s5, b0-s0, b3-s5, b2-s0, b5-s5, b4-s0, b7-s5, b6-s0, b9-s5, b8-s0, 
866: g2-s1->s2, y6-s6->s4, y3-s1, g4-s1, b7-s3->s1, b9-s5, g6-s1, y9-s1, b2-s1, b3-s1, g7-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b1-s0, g0-s2->s7, b0-s3->s5, y8-s4->s6, g5-s0, y1-s4, y4-s2->s1, 
867: y6-s6->s4, g0-s7, g2-s1->s2, y4-s2->s1, b7-s3->s1, b0-s3->s5, y8-s4->s6, y3-s1, y1-s4, g4-s1, g6-s1, b1-s0, g5-s0, b9-s5, y9-s1, b2-s1, b3-s1, g7-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, 
868: g2-s1->s2, b7-s3->s1, y8-s4->s6, y3-s1, y1-s4, g4-s1, g6-s1, b9-s5, b0-s3->s5, y6-s6->s4, g0-s7->s2, y9-s1, b2-s1, b3-s1, g7-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b1-s0, g5-s0, y4-s2->s1, 
869: y4-s2->s1, b7-s3->s1, b0-s3->s5, y8-s4->s6, y6-s6->s4, g0-s7->s2, b1-s0, y1-s4, g5-s0, b9-s5, y9-s1, g2-s1->s2, b2-s1, y3-s1, b3-s1, g4-s1, g7-s1, g6-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, 
870: b9-s5, g2-s1->s2, y6-s6->s4, y9-s1, y3-s1, b2-s1, g4-s1, b3-s1, g6-s1, g7-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, b1-s0, y4-s2->s1, b0-s3->s5, y8-s4->s6, g0-s7->s2, g5-s0, y1-s4, 
871: y6-s6->s4, g0-s7->s2, b2-s1, g2-s2, b9-s5, y4-s2->s1, b0-s3->s5, y8-s4->s6, b3-s1, y1-s4, g7-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y9-s1->s5, b1-s0, y3-s1->s2, g5-s0, g4-s1, g6-s1, 
872: b0-s3->s5, b9-s5->s3, g5-s0, b1-s0->s1, y3-s1->s2, g4-s1, g6-s1, y6-s6->s4, y9-s1->s5, b2-s1, b3-s1, g7-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, g0-s7->s2, y8-s4->s6, y1-s4, g2-s2, 
873: g2-s2->s7, y1-s4->s6, g5-s0, b9-s5->s3, b2-s1, g0-s2, y6-s4, y9-s5, y8-s6, b1-s0->s1, y3-s1->s2, b0-s3->s5, b3-s1, g4-s1, g7-s1, g6-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, 
874: y8-s6->s4, g0-s2, g5-s0, b2-s1, y6-s4, y9-s5, y3-s1->s2, g2-s2->s7, y1-s4->s6, b9-s5->s3, b3-s1, b0-s5, g4-s1, g7-s1, g6-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s0->s1, 
875: b9-s5->s3, y6-s4, g2-s2->s7, y9-s5, y1-s4->s6, y8-s6->s4, b2-s1, b0-s5, y3-s1->s2, g0-s2->s1, b3-s1, g4-s1, g7-s1, g6-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, g5-s0, 
876: y8-s6->s4, y3-s1->s2, b2-s1->s3, g2-s2->s7, y1-s4->s6, y9-s5->s1, b3-s1, g4-s1, g7-s1, g6-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, g5-s0, y6-s4, b0-s5, g0-s2->s1, b9-s5->s3, 
877: y9-s5->s1, b0-s5, b9-s5->s3, y8-s6->s4, b3-s1, y6-s4, g5-s0->s1, y3-s1->s2, b2-s1->s3, g0-s2->s1, g2-s2->s7, y1-s4->s6, g7-s1, g4-s1, y5-s1, g6-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, 
878: y6-s4, g5-s0->s1, y3-s1->s2, b2-s1->s3, g0-s2->s1, b9-s5->s3, g4-s1, g6-s1, b0-s5, y1-s4->s6, y8-s6->s4, g7-s1, g2-s7, b3-s1->s0, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, 
879: y3-s2, b3-s1->s0, g4-s1->s2, b2-s1->s3, y1-s4->s6, g2-s7->s2, g7-s1, g6-s1, y5-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, y8-s6->s4, y6-s4, g0-s2->s1, b9-s5->s3, b0-s5, g5-s0->s1, 
880: g0-s2->s1, g2-s7->s2, y1-s4->s6, b9-s5->s3, b0-s5, b2-s1->s3, y3-s2, y8-s6->s4, y5-s1, g4-s1->s2, g8-s1, g6-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, y6-s4->s2, b3-s1->s0, g7-s1, 
881: b2-s1->s3, y1-s4->s6, g7-s1->s0, b3-s0, g4-s1->s2, g0-s2->s1, y3-s2->s4, y6-s4->s2, b9-s5->s3, y8-s6->s4, g2-s7->s2, y5-s1, g6-s1, b0-s5, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, 
882: g4-s1->s2, y3-s2->s4, y6-s4->s2, y8-s6->s4, g6-s1, b3-s0, g0-s2->s1, b0-s5->s3, g2-s7->s2, y5-s1, b2-s3, g7-s1->s0, g8-s1, b9-s3, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, y1-s4->s6, 
883: b2-s3, y1-s6, g7-s1->s0, g4-s1->s2, y3-s2->s4, y6-s4->s2, b0-s5->s3, y8-s6->s4, g2-s7->s2, y5-s1, b9-s3, g6-s1, g8-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s0, 
884: y8-s4, b2-s3->s5, b3-s0, g7-s0, y1-s6, y5-s1, g2-s2, b9-s3, g4-s1->s2, y3-s2->s4, b0-s5->s3, g8-s1, y6-s2, g6-s1, b5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, 
885: g2-s2, b9-s3, y8-s4, y1-s6, g4-s1->s2, b2-s3->s5, b0-s5->s3, b3-s0, g8-s1, y6-s2, y3-s4, g6-s1, g7-s0, b5-s1, y5-s1, b4-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, 
886: y6-s2, g4-s1->s2, g2-s2->s1, b0-s5->s3, y1-s6->s4, b3-s0, b5-s1, g6-s1, g7-s0, b4-s1, y5-s1, y0-s1, g8-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, y8-s4, b9-s3, y3-s4, b2-s3->s5, 
887: b3-s0, b9-s3->s1, b2-s3->s5, g7-s0, y1-s6->s4, b5-s1, y3-s4, g4-s1->s2, g2-s2->s1, y8-s4->s2, b0-s5->s3, b4-s1, g6-s1, y6-s2, y0-s1, y5-s1, b6-s1, g8-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, 
888: g4-s2, y3-s4, g6-s1->s2, g2-s2->s1, b9-s3->s1, b2-s3->s5, y8-s4->s2, b0-s5->s3, y1-s6->s4, b3-s0, b5-s1, y5-s1, y6-s2, g7-s0, b4-s1, g8-s1, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, 
889: g4-s2, b5-s1->s0, g6-s1->s2, b9-s3->s1, b2-s3->s5, y8-s4->s2, b0-s5->s3, y1-s6->s4, b3-s0, b4-s1, y5-s1, g7-s0, y0-s1, g8-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, g2-s2->s1, y3-s4, y6-s2, 
890: b9-s3->s1, y8-s4->s2, y1-s6->s4, b3-s0->s1, g6-s1->s2, y5-s1, g8-s1, g7-s0, g2-s2->s1, g4-s2->s7, b2-s3->s5, b0-s5->s3, b4-s1, y3-s4, b5-s1->s0, y6-s2, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, 
891: y8-s2, b0-s3, y3-s4, b5-s1->s0, g6-s1->s2, g2-s2->s1, g4-s2->s7, b9-s3->s1, y1-s6->s4, b4-s1, y5-s1, y6-s2, y0-s1, g8-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s0->s1, g7-s0, b2-s3->s5, 
892: y3-s4->s6, y1-s6->s4, b5-s0, b4-s1, b0-s3, b3-s0->s1, g6-s1->s2, g2-s2->s1, g4-s2->s7, b9-s3->s1, b2-s3->s5, y0-s1, g7-s0, y5-s1, y6-s2, b6-s1, g8-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, y8-s2, 
893: g7-s0->s1, b4-s1->s3, g2-s2->s1, g4-s2->s7, b9-s3->s1, y3-s4->s6, b5-s0, y6-s2, b0-s3, y8-s2, b2-s5, y1-s6->s4, y0-s1, g6-s1->s2, b6-s1, y5-s1, g9-s1, g8-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, 
894: b4-s1->s3, g4-s2->s7, b0-s3->s1, y1-s6->s4, y0-s1, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, b2-s5, b5-s0, g7-s0->s1, g6-s1->s2, y6-s2->s1, y3-s4->s6, y5-s1, y8-s2, g8-s1, 
895: g7-s0->s1, g6-s1->s2, y5-s1, g8-s1, b5-s0, y6-s2->s1, b0-s3->s1, y3-s4->s6, y1-s6->s4, y0-s1, b2-s5, g4-s7, y8-s2, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, b4-s1->s3, 
896: g6-s2, y1-s4, b2-s5, y5-s1->s2, b4-s1->s3, y6-s2->s1, b0-s3->s1, y3-s4->s6, g4-s7->s2, b5-s0, y0-s1, g8-s1, y8-s2, b6-s1, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, 
897: y1-s4, b2-s5, y6-s2->s1, g4-s7->s2, b5-s0, b6-s1, y8-s2, g9-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s3->s1, y5-s1->s2, g8-s1, b4-s1->s3, y0-s1->s5, g6-s2->s7, y3-s4->s6, 
898: g4-s7->s2, b6-s1, b4-s1->s3, y0-s1->s5, y6-s2->s1, g6-s2->s7, b0-s3->s1, y3-s4->s6, g9-s1, y8-s2, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b5-s0, y1-s4, b2-s5, y5-s1->s2, g8-s1, 
899: y6-s2->s1, b0-s3->s1, b5-s0, b6-s1, y1-s4, y0-s5, y5-s1->s2, y8-s2, g9-s1, g8-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, g4-s7->s2, b4-s3, g6-s2->s7, y3-s4->s6, b2-s5->s3, 
900: g4-s7->s2, g9-s1, b4-s3, y0-s5, y5-s1->s2, b6-s1->s3, g6-s2->s7, y3-s4->s6, b2-s5->s3, g1-s1, g8-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, b5-s0, y1-s4, y6-s2->s1, y8-s2, 
901: y1-s4->s2, y3-s4->s6, y0-s5->s1, b2-s5->s3, g4-s2, b4-s3, g9-s1->s0, y5-s1->s2, b6-s1->s3, y6-s2->s1, g8-s1, y8-s2, b5-s0->s1, g6-s2->s7, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, 
902: g9-s1->s0, y5-s1->s2, y8-s2->s1, b4-s3->s5, y1-s4->s2, y0-s5->s1, b2-s5->s3, b8-s1, g8-s1, g4-s2, y7-s1, g1-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, g6-s7, y3-s6, b5-s0->s1, b6-s1->s3, 
903: y8-s2->s1, b4-s3->s5, y1-s4->s2, b2-s5->s3, g6-s7->s2, y3-s6, b5-s0->s1, g9-s1->s0, y5-s1->s2, b6-s1->s3, g4-s2, g8-s1, g1-s1, b8-s1, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, 
904: y5-s2, g8-s1->s2, b6-s1->s3, y8-s2->s1, b4-s3->s5, y1-s4->s2, y3-s6->s4, g6-s7->s2, g9-s0, b8-s1, g1-s1, g4-s2, y7-s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, b2-s5->s3, 
905: y3-s6->s4, b6-s1->s3, y8-s2->s1, b2-s5->s3, b8-s1, g4-s2, g9-s0, b4-s3->s5, g6-s7->s2, y7-s1, y5-s2, g8-s1->s2, y2-s1, y1-s2, g1-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, 
906: g9-s0->s1, g8-s1->s2, b6-s1->s3, y8-s2->s1, y5-s2->s4, b4-s3->s5, b2-s5->s3, y3-s6->s4, g6-s7->s2, y7-s1, g1-s1, b8-s1, g4-s2, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, y1-s2, 
907: b6-s3, g8-s1->s2, b8-s1->s3, y8-s2->s1, y5-s2->s4, b4-s3->s5, b2-s5->s3, y3-s6->s4, g1-s1, g4-s2, g6-s7->s2, y7-s1, y1-s2, g9-s0->s1, y2-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, 
908: g9-s0->s1, g8-s1->s2, y8-s2->s1, y5-s2->s4, b4-s3->s5, y3-s6->s4, y7-s1, g1-s1, g4-s2, b6-s3, y2-s1, y1-s2, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, b8-s1->s3, g6-s2, b2-s3, 
909: g8-s1->s2, b8-s1->s3, y8-s2->s1, y5-s2->s4, b4-s3->s5, y3-s6->s4, y2-s1, g6-s2, b2-s3, g1-s1, g4-s2, b6-s3, g3-s1, y7-s1, y1-s2, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, 
910: y5-s4, y3-s6->s4, g8-s1->s2, y2-s1, b2-s3, g1-s1, b8-s1->s3, y8-s2->s1, b4-s3->s5, g3-s1, y7-s1, g4-s2, b6-s3, b7-s1, y1-s2, y4-s1, g6-s2, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, 
911: b8-s1->s3, y2-s1->s5, b2-s3->s1, b4-s3->s5, y3-s6->s4, b6-s3, g8-s1->s2, g3-s1, g1-s1, b7-s1, y7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, g4-s2->s1, y5-s4, y1-s2, g6-s2, 
912: b2-s3->s1, b6-s3->s5, y3-s6->s4, g3-s1, y5-s4, g1-s1->s2, b8-s1->s3, y2-s1->s5, g4-s2->s1, b7-s1, y7-s1, y1-s2, y4-s1, g6-s2, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b4-s5, g8-s2, 
913: y5-s4, y2-s5, g4-s2->s1, g8-s2->s7, b6-s3->s5, b4-s5->s3, g3-s1, y1-s2, b7-s1, g6-s2, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, g1-s1->s2, y7-s1, y3-s6->s4, b2-s3->s1, b8-s3, 
914: g1-s1->s2, g8-s2->s7, b2-s3->s1, b6-s3->s5, y5-s4->s6, g3-s1, y7-s1, b8-s3, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, y2-s5, y3-s4, g4-s2->s1, b4-s5->s3, y1-s2, g6-s2, 
915: y2-s5, g8-s2->s7, b2-s3->s1, b6-s3->s5, y5-s4->s6, b7-s1, g1-s1->s2, b8-s3, y4-s1, y7-s1, b1-s1, g3-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, g4-s2->s1, y3-s4, y1-s2, b4-s5->s3, g6-s2, 
916: b2-s3->s1, g8-s2->s7, b6-s3->s5, b4-s5->s3, b7-s1, g4-s2->s1, b8-s3, y4-s1, y1-s2, b1-s1, g6-s2, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, y3-s4, y2-s5, g1-s1->s2, y5-s4->s6, y7-s1, g3-s1, 
917: b6-s3->s5, b7-s1, b8-s3, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, y2-s5, y3-s4, g1-s1->s2, g4-s2->s1, g8-s2->s7, y5-s4->s6, y7-s1, y1-s2, g3-s1, g6-s2, b4-s5->s3, 
918: y5-s4->s6, b4-s5->s3, g8-s7, g4-s2->s1, y1-s2, g6-s2, y2-s5, y3-s4, g1-s1->s2, y7-s1, g3-s1, b7-s1, y4-s1, b1-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, b6-s3->s5, b8-s3, 
919: y5-s4->s6, y2-s5->s1, b4-s5->s3, g8-s7->s2, y4-s1, y3-s4, b7-s1->s0, g1-s1->s2, y1-s2->s1, b6-s3->s5, b1-s1, y7-s1, g6-s2, b8-s3, y9-s1, g3-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, 
920: y3-s4, b7-s1->s0, g1-s1->s2, y1-s2->s1, y5-s4->s6, y2-s5->s1, b4-s5->s3, g8-s7->s2, y4-s1, y7-s1, g6-s2, b1-s1, g3-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, b6-s3->s5, b8-s3, 
921: y3-s4->s2, y5-s4->s6, g8-s7->s2, g1-s2, b7-s1->s0, y7-s1->s2, b6-s3->s5, g3-s1, b8-s3, y4-s1, b4-s5->s3, b1-s1, y1-s2->s1, y9-s1, g6-s2, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, 
922: b6-s5, y7-s1->s2, y1-s2->s1, g1-s2->s7, b8-s3->s5, y3-s4->s2, y5-s4->s6, g8-s7->s2, b7-s0, b1-s1, g3-s1, g6-s2, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, b4-s3, y4-s1->s5, 
923: b7-s0, b4-s3, b6-s5, y4-s1->s5, y7-s1->s2, g3-s1, g8-s7->s2, y1-s2->s1, g1-s2->s7, b8-s3->s5, y3-s4->s2, y5-s4->s6, b1-s1, g6-s2, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, 
924: y5-s6, y7-s1->s2, y1-s2->s1, g1-s2->s7, b8-s3->s5, y3-s4->s2, g3-s1, g6-s2, b6-s5->s3, b7-s0, b1-s1, b4-s3, y4-s5, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, g8-s2, 
925: y3-s2, y7-s1->s2, b4-s3->s1, b6-s5->s3, b7-s0, b1-s1, g3-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, y4-s5, y5-s6, y1-s2->s1, g1-s2->s7, b8-s3->s5, g6-s2, g8-s2, 
926: g1-s2->s7, b4-s3->s1, b8-s3->s5, b6-s5->s3, y5-s6->s4, b7-s0, y9-s1, y7-s1->s2, y1-s2->s1, g5-s1, g3-s1, g6-s2, g0-s1, g8-s2, b3-s1, y3-s2, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, y4-s5, b1-s1->s3, 
927: b7-s0, y1-s2->s1, b4-s3->s1, b8-s3->s5, b6-s5->s3, y5-s6->s4, y4-s5, g1-s7, b1-s1->s3, g6-s2, g8-s2, y3-s2, y7-s1->s2, g3-s1, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, 
928: y7-s1->s2, b1-s1->s3, g6-s2->s1, b4-s3->s1, b8-s3->s5, b6-s5->s3, y5-s6->s4, g1-s7->s2, b7-s0, g3-s1, g8-s2, y3-s2, y4-s5, y9-s1, g5-s1, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, y1-s1, 
929: g3-s1->s2, b1-s1->s3, g6-s2->s1, b8-s3->s5, y4-s5->s1, b6-s5->s3, y5-s6->s4, g1-s7->s2, y9-s1, g8-s2, g5-s1, y3-s2, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, y1-s1, b4-s3->s1, b7-s0, y7-s2, 
930: b7-s0->s1, g3-s1->s2, b1-s1->s3, g6-s2->s1, b4-s3->s1, b8-s3->s5, y4-s5->s1, b6-s5->s3, g1-s7->s2, y9-s1, y7-s2, g8-s2, g5-s1, y3-s2, g0-s1, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, y1-s1, y5-s6->s4, 
931: b8-s5, b7-s0->s1, b1-s1->s3, g6-s2->s1, y7-s2->s4, b6-s5->s3, y5-s6->s4, g1-s7->s2, g5-s1, g8-s2, g0-s1, y3-s2, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, y1-s1, b4-s1, y4-s1, g3-s1->s2, y9-s1, 
932: g6-s2->s1, y7-s2->s4, y5-s6->s4, g1-s7->s2, g5-s1, b8-s5, b7-s0->s1, g8-s2, g0-s1, y3-s2, b3-s1, b9-s1, g2-s1, g7-s1, b0-s1, y6-s1, y0-s1, b5-s1, g9-s1, y8-s1, b2-s1, g4-s1, y2-s1, y1-s1, b4-s1, y4-s1, g3-s1->s2, y9-s1, b6-s5->s3, b1-s3, 
